,plate,mjd,fiberid,z,subclass,e_bv_sfd,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,neiii_3869_flux,oii_3726_flux,oii_3729_flux,h_alpha_eqw,nii_6584_eqw,psfMag_g,psfMag_z
0,2870,54534,454,0.07099443,b'STARBURST',0.0264591,1925.014,564.3949,1150.379,226.1656,53.90632,261.8838,189.4864,86.83601,808.5032,853.7686,-267.6758,-31.64621,19.6244,20.46412
1,2886,54498,636,0.06442305,b'STARFORMING',0.02696261,409.7917,84.79642,190.8167,204.8576,17.7348,79.25798,50.73198,15.20359,51.6023,31.34161,-14.94207,-7.255168,18.68949,17.08159
2,2866,54478,544,0.1671709,b'BROADLINE',0.02432509,273.1649,108.8602,290.7308,48.959,27.56726,57.03524,53.31462,25.48325,121.7389,73.31001,-24.26218,-4.779176,19.07868,18.07804
3,2881,54502,555,0.04410564,b'STARFORMING',0.01418948,1439.767,456.5957,515.1502,740.45,59.80535,290.0414,230.0222,82.92945,489.27,375.5525,-39.86195,-20.87601,17.48463,16.57748
4,2881,54502,550,0.0418677,b'STARBURST',0.01436646,2849.802,877.0007,1384.571,640.8977,65.32603,380.1765,286.8201,103.8988,1552.688,1311.61,-130.4256,-29.41751,17.76833,17.33243
5,2884,54526,632,0.0434311,b'STARFORMING',0.0225425,402.7454,114.3083,134.9589,142.7017,112.1232,137.5417,121.4751,28.8277,180.0254,161.5343,-11.46171,-4.593845,18.33297,16.81609
6,2877,54523,344,0.07072592,b'STARBURST',0.02387815,514.3557,150.2069,552.2563,30.12813,15.58409,58.98996,41.2045,38.00206,165.976,207.8055,-208.5198,-13.26989,20.12269,19.85283
7,2881,54502,560,0.1060317,b'STARFORMING',0.01392988,712.7845,186.894,84.47395,353.1,21.63913,102.0182,77.95173,24.92103,110.6376,129.6557,-25.06437,-12.75168,18.02936,16.97169
8,2881,54502,502,0.04850049,b'STARBURST',0.01289294,1265.146,350.6737,267.1725,339.7305,26.28207,209.4465,156.9577,23.60955,513.9471,567.1993,-82.17314,-21.73854,18.43466,17.85204
9,2886,54498,378,0.03196504,b'STARBURST',0.02890539,704.5748,207.4129,492.5931,66.08968,23.38844,107.7763,73.49147,38.01794,310.4553,364.149,-51.89543,-5.245405,18.6971,18.19043
10,2886,54498,383,0.1274325,b'',0.02678306,57.40216,15.92591,84.64777,54.25084,15.57127,28.25094,22.95103,13.58692,51.44424,52.97398,-3.355518,-3.039155,19.08376,17.36663
11,2886,54498,355,0.05300845,b'STARBURST',0.02431659,950.5621,291.3409,621.4685,110.4697,27.5292,163.8711,113.4072,50.91171,396.265,436.7668,-127.1512,-14.86997,19.09846,18.74766
12,2886,54498,218,0.1399989,b'AGN',0.02520612,157.4728,39.23282,213.3423,142.3954,20.95429,47.17136,41.17195,26.83041,61.78514,28.99384,-12.09428,-11.32634,19.54136,17.83326
13,2885,54497,95,0.1400885,b'AGN',0.02520612,137.2752,32.07718,210.5194,128.2643,16.24921,46.04098,39.55838,25.33487,45.01909,37.23631,-11.47754,-10.97231,19.54136,17.83326
14,2880,54509,610,0.03936797,b'STARBURST',0.01734575,543.2294,169.2817,336.2461,75.00111,12.37335,78.93162,54.53833,26.12882,232.2411,272.0103,-64.53524,-9.144125,18.79739,18.30312
15,2882,54498,182,0.05342174,b'STARBURST',0.01667908,483.1541,167.6622,290.9021,73.8325,7.780825,66.84824,46.21023,17.15368,200.1877,236.0853,-114.5459,-17.28614,19.54192,18.94413
16,2882,54498,631,0.03289101,b'STARFORMING',0.01143421,221.1753,82.45649,125.9197,36.5951,8.1514,45.73376,34.31034,15.69832,174.9687,185.9452,-28.59993,-4.730847,19.51662,18.83952
17,2882,54498,319,0.1466668,b'STARBURST',0.008420683,455.583,148.8448,282.2791,75.34515,11.35863,63.58945,45.87827,17.2352,142.7667,157.2327,-102.1656,-17.32489,19.20854,18.94935
18,2882,54498,236,0.08377249,b'STARBURST',0.01407309,1567.454,513.1457,1788.923,109.6762,37.01529,168.0122,131.074,146.518,672.3627,780.2213,-273.2837,-20.23216,19.07847,19.11589
19,2882,54498,298,0.132194,b'STARBURST',0.01314617,1303.419,337.3249,391.7208,668.7768,39.66556,178.4227,146.8068,46.03133,239.958,240.7949,-71.02985,-34.7684,18.4576,17.62444
20,2883,54525,560,0.05575593,b'STARBURST',0.01226616,291.4357,94.27994,218.508,30.58597,13.41473,53.2355,35.15802,19.05803,144.5691,215.3389,-48.3032,-4.849241,19.70178,19.29111
21,2883,54525,469,0.06697402,b'STARBURST',0.0106419,1049.005,315.381,207.3045,332.9341,14.72034,139.6885,104.3879,22.65206,413.6171,391.8229,-72.58351,-23.29008,18.47265,17.88658
22,2883,54525,362,0.06855547,b'STARBURST',0.01499645,2810.321,569.3126,401.4916,850.4203,93.69228,487.2748,354.6426,35.97498,491.3138,642.8371,-73.60773,-22.40607,17.82691,17.11006
23,2882,54498,548,0.1291037,b'STARBURST BROADLINE',0.0136311,510.6842,139.2747,526.3879,443.8217,32.64312,58.43695,42.26478,72.95471,70.23641,90.02453,-40.27684,-31.70869,19.01717,17.95721
24,2883,54525,63,0.07291991,b'STARBURST',0.01691034,569.1607,194.7444,343.2931,92.68516,23.56908,105.5265,70.07664,42.1661,492.7959,462.8744,-69.98559,-11.99001,19.13652,18.65615
25,2883,54525,39,0.03896323,b'STARBURST',0.01852863,6687.042,2254.958,6699.949,606.9032,143.1026,709.3644,512.567,741.4407,4690.095,5063.674,-153.9948,-14.76116,17.23611,17.08251
26,2881,54502,455,0.1467543,b'STARBURST',0.01324891,2470.414,872.8644,4105.555,143.9054,35.54322,147.9703,113.8572,330.8205,878.2403,903.1453,-539.8748,-32.58191,18.83243,18.94771
27,2881,54502,424,0.1095518,b'AGN',0.01327911,192.97,50.10619,215.5513,156.7173,22.9088,59.51549,46.22496,29.50562,53.6681,88.73197,-10.43789,-7.797128,18.99661,17.45329
28,2885,54497,398,0.05229492,b'STARFORMING',0.02486912,681.9077,221.4169,398.5194,118.8496,26.63433,128.4259,95.47987,30.65411,249.6526,309.3363,-32.55067,-6.000751,18.38553,17.32383
29,2868,54451,470,0.04450944,b'STARBURST',0.03230835,671.0538,178.213,80.71594,188.1721,14.97567,133.1359,94.83917,6.257505,171.1925,190.073,-81.70736,-23.43008,20.86588,21.05232
30,2872,54533,96,0.03324611,b'STARBURST',0.02029984,1249.043,389.5699,665.6603,190.0678,35.06631,209.4903,150.0265,54.99857,586.3494,692.1727,-110.1034,-17.18924,18.64248,18.4229
31,2884,54526,369,0.1526531,b'STARBURST',0.02970405,724.8741,165.6151,239.0761,160.0565,21.71644,93.68242,82.26865,12.61169,123.3008,197.9621,-132.4163,-30.23403,19.45047,18.57193
32,2884,54526,563,0.04693173,b'AGN',0.02529053,187.5255,49.12378,359.2049,105.0975,33.56657,51.19637,42.74503,34.75857,80.23653,68.30497,-17.27126,-9.237567,18.87192,17.79778
33,2829,54623,481,0.1501126,b'STARBURST',0.05728516,430.7786,90.76142,23.42475,146.1996,11.88415,71.74757,50.89351,6.39836,42.26743,56.86604,-54.31255,-18.56917,20.09729,18.9094
34,2808,54524,380,0.06827014,b'AGN BROADLINE',0.04570587,1502.555,326.3535,1188.11,1046.147,77.59319,247.6618,214.239,105.3849,115.7656,307.5743,-23.95244,-16.74733,17.86468,16.48878
35,2808,54524,230,0.05593826,b'STARFORMING',0.06823226,746.4163,194.1333,313.539,453.8315,25.29533,129.0295,102.2832,37.86189,84.04755,95.79175,-21.23917,-12.96107,18.01468,16.92007
36,2829,54623,226,0.206665,b'STARBURST',0.05864405,486.5981,97.62342,66.39202,170.2316,14.13436,82.44459,59.19421,7.600984,80.82717,78.80032,-62.62455,-20.00141,20.16658,18.74391
37,2829,54623,549,0.060364,b'AGN',0.08595122,155.3391,45.10709,158.2402,82.57439,14.22963,40.67955,36.37588,14.69088,60.71219,48.4537,-5.649284,-3.332994,18.53833,17.08591
38,2880,54509,507,0.1468173,b'AGN',0.01729451,180.8797,45.82404,286.0988,116.5083,19.74523,48.44131,43.14543,25.8347,56.05243,66.69622,-18.23758,-11.81058,19.64646,17.92619
39,2880,54509,480,0.1012309,b'STARBURST',0.01769116,2042.857,543.2823,364.4344,748.4457,76.04413,381.8431,291.7019,30.63159,603.6471,657.2458,-94.53094,-34.43919,18.07878,17.24104
40,2880,54509,392,0.1005806,b'STARBURST',0.01890809,1295.678,370.6647,1340.778,90.2893,30.95216,133.7587,94.71971,89.43803,426.5482,438.4836,-284.306,-20.59233,19.49187,18.99974
41,2880,54509,143,0.07148154,b'STARBURST',0.01718707,443.0631,132.2931,270.8504,54.8483,12.99958,70.75049,50.91769,17.17152,205.0949,224.5865,-66.83181,-7.855578,19.25208,18.63534
42,2880,54509,95,0.09423325,b'STARBURST',0.0182528,2221.066,707.0019,4756.402,51.87964,17.64456,57.73577,46.01236,310.2603,262.1349,281.3719,-984.4548,-25.79546,19.48366,19.66673
43,2884,54526,615,0.1279865,b'AGN',0.01882389,478.4384,113.0349,524.7184,336.9583,46.66507,116.1915,101.6055,50.32084,101.7623,73.26684,-37.43879,-24.14385,19.04562,17.7112
44,2884,54526,67,0.052463,b'AGN',0.02017293,133.5812,31.26572,163.766,196.0832,19.12776,34.28248,31.30557,33.46857,27.5719,47.63916,-4.850194,-6.749855,18.55923,16.998
45,2884,54526,74,0.05502356,b'STARBURST',0.02007494,314.6225,94.62402,209.0515,35.89613,10.89876,58.79996,41.28341,14.80678,139.1042,175.3782,-51.25552,-7.228005,19.23668,19.02753
46,2884,54526,118,0.1022538,b'STARBURST',0.02121286,1103.106,251.2598,269.597,321.562,17.85123,127.5611,93.36495,14.46568,138.2099,160.3063,-124.8824,-36.87947,19.33469,18.24501
47,2884,54526,43,0.05821426,b'AGN',0.0144155,164.4619,46.52531,150.9901,187.63,44.72867,106.6272,79.85603,27.16187,102.5151,127.7348,-8.189939,-8.927076,18.80325,17.31901
48,2884,54526,440,0.05504708,b'BROADLINE',0.02949685,514.2588,37.43126,83.55623,689.6659,71.63633,199.8885,162.0843,40.12925,80.90411,87.50369,-7.806253,-9.56177,17.52342,15.79476
49,2880,54509,567,0.08320227,b'STARFORMING',0.0178392,270.5569,64.94127,107.1888,177.3479,20.66891,95.06908,59.39471,18.01919,74.78365,93.1653,-14.57835,-9.37146,18.75262,17.19744
50,2880,54509,564,0.1317535,b'AGN',0.01768887,382.1719,90.18374,241.981,248.2304,21.15326,84.03182,65.16205,24.62823,85.41677,57.43513,-36.01841,-22.39948,19.20805,17.89773
51,2880,54509,318,0.09471212,b'STARBURST BROADLINE',0.02268176,398.7003,132.3036,626.283,201.5371,20.09333,44.99926,41.13979,48.89135,68.19469,70.70576,-13.26909,-7.13768,18.07094,17.21673
52,2882,54498,247,0.0574466,b'STARFORMING',0.01323104,445.3698,137.5632,253.931,189.1903,23.52349,96.85944,80.51297,24.17817,164.723,140.8572,-33.84372,-14.61432,18.75868,17.70296
53,2881,54502,363,0.04299536,b'STARBURST',0.02808083,416.1502,125.1983,194.2188,78.37957,12.4105,75.384,51.92109,23.4485,244.743,259.637,-42.99627,-8.383859,18.799,18.31744
54,2878,54465,389,0.03153009,b'STARBURST',0.03375775,758.4151,271.7744,729.5717,53.66924,18.89175,99.46072,72.65913,71.08734,474.1032,518.1705,-93.79745,-7.227188,18.95289,18.62865
55,2878,54465,423,0.1101443,b'AGN',0.0353427,599.6537,108.506,228.9275,572.9406,35.85701,119.2197,90.46292,28.03173,86.98209,113.2889,-25.80568,-23.73749,18.41779,16.90806
56,2864,54467,595,0.03386996,b'STARBURST',0.03739473,1132.839,307.5426,1024.418,56.41364,25.98252,127.2026,88.08742,83.8843,416.6853,427.113,-110.2635,-8.743861,19.08614,18.77869
57,2878,54465,351,0.04224074,b'STARBURST',0.0352433,398.2916,147.1597,359.9563,38.76817,13.42677,60.2044,39.81694,29.17984,226.7634,263.9286,-65.99549,-6.566872,19.25441,18.92289
58,2878,54465,31,0.04045682,b'STARFORMING',0.0320797,636.5234,182.1259,259.9616,134.3402,21.84519,112.5783,82.44245,29.34634,310.7977,310.5336,-44.40674,-9.380575,18.56231,17.74605
59,2878,54465,178,0.08715762,b'STARBURST',0.04131783,1377.942,456.7773,689.9657,327.8281,35.49966,170.6067,138.5728,44.54422,622.6137,553.9512,-124.2563,-29.17039,18.33459,18.01486
60,2878,54465,211,0.08497687,b'AGN',0.03553092,74.86818,26.00435,183.9043,97.35956,7.802741,25.43214,22.56452,21.92621,66.78704,82.03909,-6.167388,-7.955481,18.84786,17.81899
61,2878,54465,6,0.06483287,b'STARBURST',0.0358456,1222.735,365.604,745.1547,158.1377,23.91965,135.4901,97.43289,43.70276,442.7321,488.3526,-172.4626,-22.537,19.18534,18.8863
62,2882,54498,410,0.03381543,b'STARFORMING',0.02528684,980.2432,183.4209,493.6416,290.8579,25.65516,110.9114,90.67366,26.53996,93.32526,80.76366,-42.968,-12.79614,18.62346,16.867
63,2882,54498,60,0.1956854,b'STARBURST',0.0146169,980.0877,300.0206,750.1826,121.125,36.00653,114.8213,85.51998,53.91175,348.7789,349.5562,-159.7738,-20.28335,19.0208,18.63412
64,2878,54465,447,0.0489417,b'STARFORMING',0.02312465,348.1144,125.1944,178.0859,69.99829,13.23613,72.44025,51.63697,25.26633,248.9344,271.7707,-26.88425,-5.359031,18.84614,18.19249
65,2878,54465,332,0.06215707,b'STARFORMING',0.03439265,282.1465,62.57066,19.36505,102.7531,9.984488,49.42864,34.74186,20.17857,69.80871,40.87261,-19.65318,-7.265557,19.24786,18.03085
66,2885,54497,609,0.1289294,b'AGN',0.02476094,221.6379,60.26512,407.1142,200.9338,20.40009,62.55597,44.36898,33.29128,69.00229,60.28193,-23.24157,-21.40935,19.83778,18.29602
67,2886,54498,331,0.03388589,b'STARBURST',0.03243211,825.0989,253.9588,528.2719,134.3922,20.14801,144.4014,106.4811,36.94756,375.6302,380.9306,-50.49474,-8.109467,18.51628,17.87592
68,2886,54498,483,0.063136,b'STARFORMING',0.02728155,674.1407,165.6464,377.0831,306.6756,35.39278,120.2316,85.94604,44.68575,83.00893,105.1943,-24.99498,-11.31344,18.41691,17.59245
69,2886,54498,167,0.06235646,b'AGN',0.03512041,341.1107,69.82307,470.9139,239.2374,23.89223,99.27139,69.26673,34.9992,69.35921,70.50409,-8.635013,-6.14276,18.58545,16.72016
70,2886,54498,277,0.03356829,b'STARBURST',0.0256082,827.5651,249.2616,497.5447,119.5939,31.31422,143.9443,101.4701,39.68467,349.7392,444.1633,-70.1886,-10.42985,18.92522,18.79178
71,2886,54498,303,0.03348118,b'STARBURST',0.02542448,986.2899,294.5889,360.3121,240.7859,34.03506,200.2729,137.5557,36.35508,339.5334,436.3895,-57.17911,-13.80057,18.27934,18.03183
72,2886,54498,8,0.03427406,b'STARBURST',0.03188602,2655.558,705.8768,955.0473,568.7399,68.13708,412.4464,296.881,74.48995,754.7108,977.5879,-71.03956,-15.54234,17.55798,16.9947
73,2886,54498,83,0.04914726,b'STARBURST',0.03219686,778.5772,240.6737,784.7866,67.027,12.47948,76.52859,57.33449,55.48223,252.5016,282.7057,-147.9201,-13.4009,19.31077,18.95444
74,2885,54497,12,0.04918276,b'STARBURST',0.03219686,808.2729,279.2244,865.6568,63.13141,12.234,77.1048,57.5243,44.21031,250.8319,250.1656,-155.4478,-12.30504,19.31077,18.95444
75,2878,54465,199,0.0849658,b'STARFORMING',0.0369216,526.079,116.209,180.4714,324.0835,19.69133,93.69992,71.6023,31.68609,87.54561,94.90914,-23.43065,-14.57646,18.8062,17.17469
76,2878,54465,181,0.112208,b'STARBURST',0.03801523,1005.093,330.0985,771.5403,196.7224,28.74195,139.4116,105.5004,55.87253,501.4262,562.6066,-135.5278,-27.23371,18.92994,18.65934
77,2878,54465,19,0.03221662,b'AGN',0.03800235,886.62,252.5288,1738.285,1271.154,173.9274,348.8198,349.9117,190.11,478.7609,292.9356,-20.545,-27.88339,17.82952,16.29834
78,2884,54526,537,0.07111285,b'STARBURST',0.02172923,902.6905,227.1057,226.9601,229.9019,32.42586,169.5348,121.1235,19.33622,265.606,312.1281,-55.3475,-13.98195,18.6522,18.03403
79,2884,54526,552,0.05646017,b'STARFORMING',0.01978526,3180.328,521.8772,339.0571,1724.328,123.9724,383.5377,318.2132,59.57436,161.0406,284.7653,-28.51218,-15.13449,16.87214,15.55534
80,2884,54526,396,0.0874702,b'STARBURST',0.02340651,358.3088,104.093,113.5231,69.85275,14.8487,71.60972,49.26964,11.89961,134.756,174.1005,-51.30411,-9.704823,19.59878,19.02825
81,2883,54525,537,0.05474775,b'STARFORMING',0.01103758,332.0268,102.3304,124.2048,62.36859,14.74964,76.58578,53.45964,20.74826,230.3957,215.281,-27.99362,-5.11869,19.02006,18.31214
82,2883,54525,500,0.1276005,b'STARFORMING',0.008100582,245.3112,80.23674,122.1144,45.69083,7.921628,54.01915,33.56314,15.2965,146.1781,176.9638,-41.7854,-7.896114,19.46734,18.98787
83,2883,54525,77,0.02919446,b'STARBURST',0.01279876,530.459,173.1118,379.9995,47.75242,13.89511,74.19701,51.50208,43.41744,383.1792,470.1632,-77.57603,-7.081769,19.41437,19.02401
84,2883,54525,292,0.06672596,b'STARBURST',0.01481568,1144.829,320.7073,704.1386,181.4261,25.33937,130.9223,100.3335,40.60555,560.1572,531.1511,-107.7965,-17.50993,18.72017,18.12484
85,2829,54623,58,0.06361133,b'STARBURST',0.09203681,261.9639,80.62392,364.3491,12.70355,3.47795,19.6164,14.63915,22.29059,78.52212,103.3135,-142.9131,-7.426893,20.635,20.2704
86,2829,54623,15,0.06384578,b'AGN BROADLINE',0.08386771,2425.408,631.6912,6721.938,803.6367,578.9785,576.1357,532.7596,552.07,1163.147,429.7787,-161.5214,-53.59452,18.70911,17.76984
87,2829,54623,183,0.1047542,b'STARFORMING',0.08347442,640.1181,157.2276,226.8225,359.1925,22.04592,76.1208,64.39272,25.47661,46.27458,48.12936,-36.43481,-21.14514,19.15032,17.78489
88,2825,54439,385,0.05577584,b'STARBURST',0.1131746,286.9734,79.35186,149.1967,37.43243,8.298957,50.58023,35.82318,11.93529,82.35507,111.3532,-65.29156,-8.903787,20.01326,19.47343
89,1222,52763,397,0.06583936,b'STARBURST',0.02001035,638.4746,198.6211,378.7623,88.57497,24.71319,115.1835,82.12183,27.20043,265.5571,310.5364,-77.20602,-11.27395,19.06231,18.89997
90,1268,52933,546,0.04779021,b'STARBURST',0.04841987,621.1417,177.3634,209.2427,127.15,20.29426,126.3958,84.98811,21.72519,217.3961,282.6418,-44.59668,-9.127997,18.64682,18.03226
91,1271,52974,150,0.03280969,b'STARBURST',0.02422088,1976.183,462.918,563.8438,437.0925,50.63635,333.8167,241.7158,38.82524,491.5202,620.4156,-82.77657,-18.3152,18.11193,17.25571
92,1264,52707,532,0.06322862,b'STARBURST',0.07693309,712.2612,213.5184,194.7391,163.2199,21.58131,146.1159,101.7253,20.23889,275.9699,358.9697,-45.41176,-10.38163,18.59074,18.01622
93,1277,52765,31,0.05278983,b'STARBURST',0.01783369,4076.978,1307.411,4578.056,368.0411,46.53146,314.9714,234.4503,287.0694,1191.327,1019.195,-474.6251,-42.55555,17.91015,18.26195
94,1303,53050,481,0.04891065,b'AGN',0.03992501,904.8131,212.7406,721.8591,686.373,65.59801,185.816,175.8975,80.62677,168.41,112.377,-23.22692,-18.00923,17.92576,16.49838
95,1303,53050,172,0.07725247,b'STARBURST',0.04028002,413.6294,125.6995,242.852,58.40779,13.78723,69.82048,56.81147,29.4433,204.5766,268.231,-59.75099,-8.693644,19.17011,18.74191
96,1218,52709,468,0.07104936,b'AGN',0.01308586,284.5814,72.19045,700.9267,373.0222,43.79187,100.0151,87.5973,81.04572,116.5034,121.0243,-9.111617,-11.49779,18.23316,16.79419
97,1218,52709,351,0.07205292,b'BROADLINE',0.01498778,283.7025,65.98452,193.4917,261.4512,81.9695,67.32128,55.04216,48.12993,178.2201,130.9164,-7.432425,-6.998687,18.38317,16.87265
98,1226,52734,506,0.08794677,b'AGN',0.0338903,438.3242,132.3308,1256.787,499.8936,74.64888,169.0099,155.3996,111.9088,224.3578,151.3238,-11.11758,-12.46552,18.16648,16.72455
99,1224,52765,560,0.04229638,b'STARBURST',0.03645833,1839.815,472.9449,691.8879,375.0194,60.43685,335.1821,244.0463,49.03188,585.4678,679.8454,-115.3336,-23.70467,18.41531,17.71549
100,1225,52760,358,0.2277374,b'STARBURST',0.03891847,578.2985,145.2233,361.2766,105.919,16.89016,62.3577,39.35016,27.77229,105.8815,122.4521,-130.9256,-27.18404,19.56154,18.76208
101,1224,52765,438,0.1456694,b'STARBURST',0.03655779,554.12,173.1041,534.7131,42.24343,18.03551,60.84718,54.94933,37.59074,211.8734,266.5444,-118.8684,-9.599737,19.32261,19.02895
102,1224,52765,356,0.1134785,b'AGN',0.03348164,308.6634,69.01501,390.9265,346.4132,34.75679,78.57358,81.79069,31.75865,86.89288,41.98833,-14.74591,-15.58199,18.82658,17.32268
103,1222,52763,545,0.0752015,b'STARBURST',0.01891132,887.954,264.1514,365.6573,219.9908,17.64739,131.1758,92.50813,24.0473,265.2453,297.1509,-65.66837,-16.58785,18.58227,17.84156
104,1221,52751,500,0.03988203,b'STARBURST',0.02439934,590.1406,204.3413,240.6255,97.55724,20.59032,114.5821,75.6653,24.66557,283.5938,392.3208,-49.6437,-8.304185,18.64764,18.2571
105,1220,52723,629,0.2042605,b'STARBURST',0.02524775,360.6325,118.8124,137.8533,62.85515,15.50621,67.79597,46.91266,13.61304,127.6163,159.7018,-68.67206,-12.0492,19.56997,19.02005
106,1222,52763,624,0.1687617,b'AGN',0.03219473,122.279,32.86218,153.3874,223.1126,31.37668,69.39191,47.45215,26.65898,77.40623,89.02795,-9.276801,-15.36015,19.53627,17.67913
107,1223,52781,4,0.1151041,b'STARBURST',0.0417643,1100.232,314.8589,523.9633,200.6163,36.68136,158.5776,118.5851,32.93326,420.9902,430.8514,-110.491,-20.29153,18.70216,18.34535
108,1237,52762,333,0.2664547,b'STARBURST',0.03619862,965.2953,292.3929,496.4952,223.7683,32.14913,129.9459,102.9888,35.31474,346.1274,345.7437,-190.2724,-56.70312,18.99619,18.39544
109,1239,52760,118,0.05223635,b'AGN BROADLINE',0.02754075,588.7439,152.3247,620.5676,446.7361,152.735,277.0481,209.1898,79.97691,565.0393,236.2818,-10.03829,-7.435629,17.55373,16.16687
110,1239,52760,200,0.04521966,b'STARBURST',0.03107604,461.0499,150.1561,341.5441,56.69396,15.02288,71.65359,50.36893,27.43409,204.5953,243.5268,-73.27958,-8.872704,19.24918,18.87575
111,1239,52760,256,0.0367831,b'STARBURST',0.0318527,1267.046,333.3174,822.4767,151.3246,17.64235,125.0762,91.92773,40.95771,368.7163,377.2982,-141.6276,-17.43392,18.8339,18.19701
112,1238,52761,114,0.04035134,b'STARBURST',0.02919496,1637.52,479.757,1491.894,134.3331,62.4003,231.7842,166.0038,111.4382,560.2422,752.576,-100.3346,-8.515785,17.87342,17.84691
113,1237,52762,294,0.06287596,b'STARBURST',0.02402468,1251.281,333.5949,491.9885,452.8828,50.96497,219.727,161.361,29.3236,546.6494,331.9773,-54.24641,-19.66492,18.3355,17.4439
114,1235,52734,124,0.03033794,b'STARBURST',0.02434762,277.0244,84.00303,168.9934,28.39159,9.45861,47.81936,35.60121,19.53185,102.5508,134.0784,-40.62018,-3.664607,19.54824,19.25935
115,1234,52724,193,0.03705162,b'STARBURST',0.03000858,831.0159,204.8715,366.8475,110.7965,27.98547,148.4977,102.7935,26.39418,268.1796,234.2445,-64.53445,-8.843293,19.05695,18.19109
116,1301,52976,25,0.02823534,b'STARBURST',0.04405265,3745.274,709.2227,104.7954,1788.393,55.75909,411.4938,370.3692,42.15406,266.1792,114.0097,-42.03896,-20.10581,16.91358,15.56128
117,1225,52760,112,0.1032828,b'STARBURST',0.03909237,1225.35,319.5743,916.946,133.0798,37.09507,166.8186,116.4746,67.13314,447.2617,459.2808,-189.9235,-20.83196,19.30445,18.82609
118,1225,52760,178,0.03496985,b'STARBURST',0.04527418,990.364,291.5686,567.9719,121.5855,23.66669,149.893,109.1253,48.04674,388.1548,458.2586,-131.5822,-16.45755,19.26299,18.89359
119,1225,52760,280,0.08311588,b'STARBURST',0.03462113,1248.469,330.7934,405.6799,318.6461,37.11292,202.2349,156.6746,32.20524,402.8549,399.7832,-98.49591,-25.08988,18.62882,17.83852
120,1225,52760,313,0.08255964,b'AGN',0.0321201,170.3178,47.83633,428.8639,182.0686,25.22861,63.86819,51.49642,40.15696,74.66862,61.46206,-5.738964,-6.203068,18.46695,16.77449
121,1223,52781,639,0.102013,b'STARBURST',0.04053807,576.3306,170.9534,233.6401,262.4764,149.3667,278.1022,244.2833,27.76634,474.7085,240.5876,-53.62965,-22.25155,19.34987,17.95713
122,1223,52781,554,0.03699334,b'STARBURST',0.03159837,531.0156,185.9439,286.8166,95.65775,12.60015,110.9614,76.16714,29.13744,309.2368,366.5075,-42.3851,-7.834136,18.63723,18.03754
123,1223,52781,156,0.123184,b'AGN BROADLINE',0.03028974,550.8924,142.5177,1329.589,342.5445,50.02142,79.42952,74.9261,137.3222,95.62894,127.3119,-40.22346,-23.93582,18.88314,17.87864
124,1223,52781,346,0.07702114,b'STARFORMING',0.03831429,845.3525,184.5845,294.9433,521.8831,41.52692,155.2785,135.0865,27.75767,114.0865,78.1616,-39.61211,-23.91328,18.31029,17.10554
125,1222,52763,501,0.1333376,b'BROADLINE',0.02507482,517.4722,121.0706,607.3962,169.9185,55.00299,42.91839,37.87918,53.72459,109.159,68.76022,-21.12648,-9.320916,19.74747,18.34669
126,1222,52763,472,0.03005506,b'STARBURST',0.01881321,1188.151,335.5812,769.5331,154.8676,29.90295,175.874,129.1403,45.54535,364.7532,395.1491,-121.5147,-15.70387,18.79085,18.16077
127,1221,52751,479,0.1051146,b'',0.02413035,203.7057,43.56199,173.4874,150.3389,11.32844,31.51558,26.63578,17.36076,19.16079,28.30069,-16.54007,-12.10912,19.47717,17.62759
128,1221,52751,452,0.04116611,b'STARBURST',0.02511457,542.0891,183.7953,538.4332,32.95867,18.77521,72.28826,55.23307,48.2481,257.6798,287.237,-76.65228,-5.042799,19.14343,19.11103
129,1220,52723,600,0.03486765,b'STARBURST',0.02831543,1333.241,420.292,1091.86,159.1711,33.49562,180.4188,127.7696,57.85687,476.8989,468.1368,-72.14207,-8.557813,18.01406,17.77221
130,1234,52724,253,0.07396535,b'STARBURST',0.03482145,450.0722,134.2617,241.2526,74.42982,16.67566,76.14377,53.37125,18.71345,186.5291,217.4875,-73.41673,-12.32794,19.33157,18.84123
131,1239,52760,178,0.2087988,b'STARBURST',0.03543222,1358.555,415.4803,1153.074,170.8677,35.43008,144.6915,104.4756,69.84206,447.0519,477.2751,-259.2389,-35.02708,19.00942,18.89045
132,1239,52760,186,0.03214789,b'STARBURST',0.03353753,631.5888,201.6666,377.7276,92.95737,14.57754,111.6858,84.85835,33.10598,269.6985,319.6862,-53.01303,-8.045929,18.75993,18.42789
133,1238,52761,26,0.06119914,b'STARBURST',0.03118311,840.8455,234.4997,448.8608,115.5824,22.74608,121.6159,89.38219,27.9436,244.5574,256.7849,-105.4802,-14.47931,19.11966,18.63688
134,1238,52761,21,0.0273422,b'STARBURST',0.03311678,900.9952,310.1412,970.7372,68.8817,13.61668,86.72221,70.76599,61.46844,357.4572,356.4525,-118.3074,-8.928393,20.88175,20.02097
135,1221,52751,184,0.07147891,b'STARBURST',0.02538468,372.8786,111.3407,276.7923,38.9529,8.489387,55.92929,37.82112,18.86858,119.0624,135.8698,-73.54679,-8.224272,19.78954,19.28808
