,plate,mjd,fiberid,z,subclass,e_bv_sfd,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,neiii_3869_flux,oii_3726_flux,oii_3729_flux,h_alpha_eqw,nii_6584_eqw,psfMag_g,psfMag_z
2418,923,52404,466,0.1199698,b'STARBURST',0.1504373,1534.831,383.7919,428.4655,505.074,45.91232,224.0698,170.3851,30.9493,423.5863,306.9354,-113.7706,-37.02271,19.17278,18.26124
2419,926,52413,154,0.1213336,b'STARBURST',0.1547378,754.3434,242.1037,629.1481,86.70993,12.43728,81.17801,58.63035,42.74138,247.1864,274.5241,-144.5623,-17.88735,19.79671,19.29938
2420,925,52411,171,0.07871355,b'STARFORMING',0.1465468,417.3392,139.0208,406.4675,36.58576,18.56418,69.97769,50.73843,37.91722,235.4196,261.0039,-39.66247,-3.771699,19.61244,18.43448
2421,926,52413,121,0.1162075,b'AGN',0.1777114,219.3627,57.88857,576.3996,188.521,11.85976,41.97726,35.05273,59.42394,49.72653,41.12912,-16.70115,-14.78289,19.76194,17.94844
2422,926,52413,339,0.1374854,b'AGN',0.1225621,132.8136,30.51094,222.3774,116.8621,16.65173,58.99855,43.79602,34.91689,73.66285,96.0829,-9.568887,-8.398787,19.61324,17.82015
2423,925,52411,535,0.1569508,b'STARBURST',0.123534,575.3193,154.2753,202.3438,92.16155,23.07317,101.0434,73.61733,16.00444,207.8109,250.117,-79.15588,-13.60816,25.11459,22.8269
2424,925,52411,520,0.06804388,b'STARBURST',0.1352855,646.4777,210.9911,371.7032,100.2107,18.09719,104.3429,79.39066,30.03257,327.3521,335.8192,-85.27018,-13.20988,19.59267,18.99044
2425,926,52413,158,0.0561855,b'STARBURST',0.1393753,1212.623,399.3276,854.5917,167.8245,24.64898,144.2755,108.1452,72.40997,541.3989,591.778,-84.44952,-11.711,18.61162,18.02529
2426,926,52413,153,0.1047178,b'AGN',0.1485793,583.1712,153.3794,943.1925,336.8347,48.29647,177.7624,142.2345,79.11745,192.4428,204.9003,-37.84143,-21.82014,19.33453,17.85178
2427,925,52411,34,0.03294408,b'STARBURST',0.1301444,833.589,221.4878,718.0563,51.26523,23.1473,98.8475,76.08621,49.15508,302.1573,408.7038,-76.71882,-4.842132,19.04313,18.78171
2428,926,52413,279,0.03293181,b'STARBURST',0.1303227,2318.576,550.5595,2582.216,115.4825,41.91742,176.9451,132.0168,127.9842,514.3304,546.8901,-149.2469,-8.055743,18.9061,18.33517
2429,925,52411,153,0.1438517,b'STARBURST',0.1427101,1022.03,295.8487,596.8514,145.1748,20.39142,102.0983,76.20708,34.21164,262.7385,255.6282,-160.8233,-24.74588,19.37369,18.92633
2430,923,52404,173,0.03404104,b'STARBURST',0.1582154,964.4656,266.7779,493.6128,148.9159,22.11236,141.1772,100.0975,48.6105,411.5603,448.1962,-81.69575,-12.62918,19.12196,18.20164
2431,959,52411,446,0.15243,b'STARBURST',0.01340734,491.3705,151.658,564.6998,35.71125,14.97821,54.59902,37.41729,34.24379,196.2995,219.7321,-143.4682,-10.91353,19.49185,19.19168
2432,958,52410,324,0.04127756,b'STARBURST',0.01518012,458.1379,140.7844,366.1415,54.30001,13.27881,65.67535,46.9903,34.72105,211.7348,209.1634,-55.47565,-5.423506,19.16475,18.32523
2433,957,52398,612,0.04132064,b'STARBURST',0.01485241,552.4671,166.7518,387.6028,58.24522,17.52727,88.53506,61.32077,26.97324,240.9965,307.7909,-70.45647,-7.561428,19.01699,18.4355
2434,956,52401,531,0.1044525,b'STARBURST',0.01428815,970.3569,282.5458,407.759,217.6889,44.74622,190.0203,136.8334,36.27153,282.5315,528.4274,-55.13158,-12.54253,18.40264,17.35664
2435,954,52405,420,0.06551965,b'AGN',0.01886121,354.0515,59.57421,400.9378,316.6894,40.78834,133.4671,100.5079,42.4514,104.7016,58.02819,-15.2713,-13.01067,18.81428,16.77427
2436,951,52398,561,0.06093253,b'STARFORMING',0.01390089,355.5443,111.6213,254.7496,42.47642,13.79072,65.97086,45.6413,16.10345,163.9864,195.5675,-34.26982,-4.193305,18.52645,18.10719
2437,950,52378,406,0.0336921,b'STARFORMING',0.007325312,3409.958,858.759,1476.36,1986.018,319.5618,742.702,664.2521,165.2938,1051.825,1607.542,-40.57169,-21.46059,16.8261,15.68118
2438,950,52378,335,0.0327239,b'STARBURST',0.00832801,636.8764,195.0516,380.9654,85.15781,20.7636,103.3867,72.3241,45.91816,277.3456,405.6695,-61.72282,-8.295159,18.72335,18.11816
2439,949,52427,568,0.03297459,b'STARBURST',0.01284409,1835.476,575.1754,1700.098,148.7266,36.21613,220.6894,163.0915,126.9964,821.128,849.8666,-205.0984,-17.42488,18.49096,18.35547
2440,949,52427,569,0.03281881,b'STARBURST',0.007441585,319.2983,98.84828,283.6414,20.65761,9.853533,44.25426,32.07434,24.38102,130.3707,182.4053,-87.8202,-5.754793,19.89943,19.90502
2441,946,52407,605,0.1257479,b'STARBURST',0.01580896,620.5836,218.6781,477.0144,72.82099,16.74134,75.66311,50.65156,35.89651,255.1002,279.7055,-138.3295,-17.25313,19.33344,18.93344
2442,945,52652,373,0.071978,b'STARBURST',0.009607846,1473.153,396.2942,537.153,282.0985,47.05056,244.485,173.5719,17.33328,469.5986,456.4993,-89.19527,-17.26515,18.19091,17.71445
2443,960,52466,594,0.08380985,b'STARBURST',0.01387738,936.0918,292.6272,849.7923,76.91467,30.82419,115.9497,83.39376,61.40415,419.6629,472.5239,-113.4844,-9.714473,18.7051,18.44849
2444,960,52425,581,0.08380578,b'STARBURST',0.01387738,916.6227,285.8474,817.8162,79.18851,26.10844,124.7089,84.81862,73.43128,415.9806,513.7507,-112.052,-10.21907,18.7051,18.44849
2445,960,52425,550,0.07189384,b'',0.009946333,703.8973,199.8382,496.5475,85.03156,20.97475,107.3459,72.88201,32.40589,278.8709,304.773,-101.8062,-12.47608,19.02776,18.62271
2446,960,52466,545,0.07188953,b'STARBURST',0.009946333,719.4438,201.3029,497.3418,88.52353,18.77242,110.8485,78.9851,32.92698,255.2939,266.6761,-101.1848,-12.53792,19.02776,18.62271
2447,960,52425,498,0.06573557,b'AGN',0.01252501,105.7611,31.88736,48.0583,105.4559,15.93044,41.95525,17.22232,16.6002,49.72471,72.85308,-3.389628,-3.287846,18.46942,16.85907
2448,958,52410,510,0.07528459,b'STARBURST',0.0138939,479.2691,141.6917,326.9427,61.05049,17.47749,88.64941,65.12505,26.51383,206.0771,229.896,-102.362,-13.45833,19.5308,19.13381
2449,958,52410,423,0.1410035,b'STARBURST',0.01272535,1113.925,358.3699,1546.883,53.1716,27.259,90.89317,70.20695,105.8203,281.333,376.2106,-236.5719,-10.46246,19.14947,19.01489
2450,956,52401,621,0.1508499,b'STARBURST',0.01583094,1843.956,334.8415,241.9667,932.8124,36.54794,215.2345,178.9658,35.46856,158.7596,170.9018,-61.85332,-27.79113,17.82506,16.912
2451,956,52401,547,0.190127,b'STARBURST BROADLINE',0.01303945,276.386,51.45079,246.6783,137.777,14.91452,36.40048,27.23713,40.3336,37.76826,29.15025,-24.83145,-10.81179,19.35626,18.24515
2452,954,52405,437,0.1337635,b'STARBURST',0.01733531,993.762,287.8806,491.2314,252.1296,27.79519,134.9166,97.81909,36.51497,316.7805,358.6573,-120.7,-30.13507,18.71592,18.23123
2453,954,52405,387,0.05203839,b'STARFORMING',0.01612678,320.2632,115.6544,238.6807,40.7042,11.7081,63.90721,43.07157,27.9974,202.7025,236.4147,-30.91492,-3.763791,18.53389,18.22056
2454,953,52411,501,0.07490162,b'STARBURST',0.0186257,533.733,180.764,507.0811,39.69862,20.1228,77.63284,54.74284,50.95498,278.2827,360.9288,-73.17934,-5.607315,18.86727,18.6644
2455,952,52409,577,0.03183198,b'STARBURST',0.01385358,544.2751,168.3402,388.6606,62.00397,15.78901,94.82547,67.86043,27.15487,250.2389,290.5868,-54.0998,-6.298461,18.70369,18.501
2456,952,52409,578,0.1743569,b'STARBURST',0.01388855,578.0374,161.6003,207.9861,160.2555,16.94882,101.808,71.01736,15.65722,178.0603,195.5474,-112.4412,-26.23827,19.33239,18.86185
2457,952,52409,540,0.05497331,b'',0.01620881,1218.131,360.6899,368.2375,304.9202,37.68869,244.3447,169.6687,31.20543,466.8787,505.1012,-76.97324,-19.69129,18.38848,17.82044
2458,951,52398,425,0.1260453,b'AGN',0.008563363,130.6088,35.00684,215.3012,155.7382,16.76123,39.37227,38.41297,21.35313,44.22839,23.1992,-8.625291,-9.351374,18.70755,17.46135
2459,951,52398,432,0.08152043,b'STARBURST',0.008365043,3776.606,753.4583,564.7581,2551.264,436.8531,1086.157,859.1923,75.1924,1044.211,591.7926,-87.43203,-53.42902,17.25457,16.49096
2460,566,52238,74,0.05277221,b'AGN',0.04394584,293.5852,96.83853,437.4416,234.4268,17.71461,75.0431,54.26666,56.0479,89.51221,104.8607,-12.73776,-10.0871,18.00399,17.18904
2461,565,52225,151,0.1258062,b'STARBURST',0.04221131,589.8694,178.1162,314.789,86.26492,15.21473,84.31888,60.99086,21.47219,218.6991,251.1566,-118.2403,-18.33806,19.41334,18.83337
2462,565,52225,263,0.1882376,b'AGN',0.03647119,387.2706,94.32954,989.1228,306.5977,47.68694,86.89229,82.83791,82.83688,113.606,104.3355,-40.868,-31.29993,19.7904,18.06443
2463,564,52224,165,0.02610447,b'STARBURST',0.03691901,374.3026,134.4876,314.0605,33.62728,10.05765,63.4355,41.03264,36.40611,241.4365,330.791,-93.55323,-8.582447,19.82838,19.60719
2464,581,52356,219,0.05344747,b'STARBURST',0.05857724,789.7311,266.844,319.9661,146.8398,25.8707,153.5622,108.5874,24.26389,289.8429,415.6149,-86.33343,-16.31552,18.955,18.64873
2465,606,52365,152,0.1385082,b'STARBURST',0.02196416,1243.591,348.0203,623.241,211.8415,36.59005,189.9939,140.8719,39.69016,417.3822,462.0032,-168.6939,-28.8112,18.78572,18.44726
2466,597,52059,560,0.1134747,b'STARFORMING',0.01185351,392.6033,118.9039,281.502,196.8588,13.20786,46.7499,43.9613,25.00773,33.93485,44.77055,-37.99541,-18.20117,19.14992,18.3158
2467,607,52368,166,0.03709453,b'STARBURST',0.009820897,509.3822,154.8726,336.6157,56.62414,15.13819,90.9248,61.52224,30.45398,187.9314,252.3831,-61.69912,-7.276258,18.78024,18.23437
2468,607,52368,332,0.1016522,b'AGN',0.01180412,167.8587,43.05246,175.6204,157.8297,21.52167,71.35345,64.68878,30.07646,83.4035,68.79727,-13.63647,-12.3617,19.05216,17.5429
2469,605,52353,378,0.04094072,b'STARBURST',0.02111494,2615.757,613.8962,1006.456,487.5762,40.0012,327.5814,248.2526,49.56709,665.6955,661.4713,-133.3611,-24.96004,18.03652,17.22244
2470,598,52316,223,0.0514511,b'STARBURST',0.04530161,950.4211,280.6296,786.0411,100.4495,23.45595,129.5278,87.01114,60.59116,348.6609,392.992,-85.53804,-9.613756,18.70152,18.28381
2471,596,52370,631,0.1901902,b'AGN',0.0104035,229.3823,60.02383,561.1102,183.2646,39.07677,74.9573,62.63279,50.17837,81.60643,79.18826,-23.63845,-18.84897,19.81349,18.2056
2472,608,52081,272,0.06017501,b'STARBURST',0.007900144,349.0928,112.2481,189.6553,43.88968,14.56435,76.8363,50.43458,15.32784,172.2615,245.1739,-61.30723,-7.70334,19.13628,18.86602
2473,607,52368,119,0.04891945,b'STARBURST',0.009220148,1168.359,362.6721,893.364,134.0261,40.50561,172.8847,122.1762,81.11779,578.9113,709.5333,-94.4924,-11.19519,18.22098,17.93296
2474,604,52079,99,0.04144944,b'STARBURST',0.0155179,414.008,128.5669,442.7686,22.0636,12.26536,50.14447,35.17778,41.71514,187.1639,215.7187,-52.58325,-3.185788,18.69935,18.62936
2475,602,52072,251,0.02736701,b'STARFORMING',0.01393746,268.7124,84.4278,139.6562,40.38863,11.42939,59.79906,46.54738,21.11382,149.7831,143.613,-32.94806,-4.705462,19.13669,18.48209
2476,601,52316,218,0.08435404,b'STARBURST',0.01869795,1667.77,475.7127,993.5049,228.1066,47.68558,251.8254,184.7463,74.74862,676.0537,678.1773,-152.1169,-20.985,18.42397,18.07777
2477,600,52317,59,0.03630725,b'STARBURST',0.01763392,642.4244,195.2796,651.5312,74.47106,22.21459,82.32848,60.02039,66.76073,344.4703,329.4094,-48.63468,-5.816222,18.44641,17.67696
2478,599,52317,197,0.03964479,b'STARBURST',0.01898189,1442.849,383.5446,366.4713,315.5683,31.35587,233.3428,166.5684,24.3808,520.8001,425.3915,-66.98721,-14.56461,18.32405,17.55275
2479,598,52316,134,0.2072371,b'STARBURST',0.01939342,445.6562,122.2492,101.3377,196.93,28.88215,66.83708,46.76171,14.11645,99.26412,93.08435,-50.03701,-20.28564,19.32872,18.49032
2480,598,52316,139,0.05231353,b'STARBURST',0.02053218,381.2479,111.2522,210.4487,49.49127,15.11727,64.48589,45.59315,24.44364,188.4418,215.8675,-50.19181,-6.582344,19.28577,18.82488
2481,598,52316,254,0.1116103,b'AGN',0.01918576,301.7444,64.18242,543.0328,314.5063,21.99928,83.71064,67.934,46.52185,78.41016,61.11235,-21.94251,-21.1199,19.39473,17.62552
2482,598,52316,284,0.07362191,b'STARBURST',0.02337611,436.086,133.5703,355.1451,40.91706,12.45531,47.52075,36.4047,20.57921,157.3521,173.9007,-121.925,-11.10347,19.68288,19.19605
2483,597,52059,24,0.07362615,b'STARBURST',0.02337611,453.0904,139.1677,372.2975,46.71246,10.92651,53.70064,39.45671,28.27164,142.0852,161.151,-129.6571,-12.53517,19.68288,19.19605
2484,597,52059,298,0.05499151,b'STARBURST',0.01215154,1082.64,367.8025,580.3903,194.9346,32.9784,200.7,142.5202,43.96394,563.0627,624.9897,-75.39454,-13.75846,18.50293,18.1197
2485,596,52370,184,0.03313842,b'AGN',0.009776072,764.787,188.5928,214.2147,838.109,112.6679,376.6852,309.4604,44.1021,410.3478,351.5584,-11.00338,-11.15779,17.19554,15.95923
2486,608,52081,139,0.06796047,b'STARBURST',0.01099439,3926.702,1116.171,895.4025,1447.379,85.78244,458.2767,417.0515,47.17891,1111.119,1036.08,-83.86508,-30.90278,16.76004,16.26141
2487,597,52059,86,0.1790286,b'STARBURST BROADLINE',0.01847476,278.367,93.35358,755.4677,126.493,18.61275,34.97665,31.70964,66.44596,66.08936,77.4667,-17.13769,-7.853868,18.41519,17.60011
2488,597,52059,207,0.0423048,b'STARBURST',0.0119666,600.6019,193.465,637.6774,45.94376,12.02254,65.30178,44.77335,39.23412,256.0432,292.7319,-108.4233,-10.5772,19.24706,18.95399
2489,561,52295,413,0.171053,b'',0.006380471,639.2918,209.4523,825.4573,35.68046,17.63287,53.79881,48.81932,60.52177,253.7919,292.6968,-192.9935,-19.61838,19.4563,19.18264
2490,559,52316,372,0.08991314,b'STARBURST',0.01087341,500.9246,147.1917,120.008,123.9459,21.06013,106.653,73.94978,12.3076,177.6417,225.8179,-51.51231,-12.70533,18.94607,18.37974
2491,560,52296,317,0.1929851,b'STARBURST',0.008009811,650.2555,158.6761,210.9941,153.8258,30.7535,117.5566,84.39719,18.1373,182.7436,217.1379,-66.60974,-17.47361,18.82984,18.21235
2492,560,52296,309,0.12558,b'STARBURST',0.006955251,489.6584,159.5529,572.0148,38.27699,13.73734,56.71811,42.81874,34.33875,161.9323,200.8112,-124.6016,-9.875393,19.62517,19.57576
2493,559,52316,515,0.1255915,b'STARBURST',0.006955251,432.7057,145.3353,489.2982,38.63078,13.34478,50.71929,42.11711,39.36605,157.3072,206.7453,-109.4392,-9.75666,19.62517,19.57576
2494,559,52316,203,0.124647,b'STARBURST',0.007078866,318.8221,86.71789,214.0363,57.65812,6.061768,17.18182,14.80466,15.81157,59.75999,58.58614,-84.4342,-21.64395,19.79762,19.03029
2495,559,52316,258,0.0266972,b'STARBURST',0.007825417,538.1169,178.9217,382.9919,62.70191,15.7731,89.90223,64.46925,33.24162,232.8137,249.271,-53.58601,-6.910962,18.78848,18.2353
2496,604,52079,640,0.2005545,b'AGN',0.02170469,131.8391,32.31368,192.0039,90.02415,19.48802,40.8136,27.23811,17.80581,50.45704,38.66941,-11.33593,-7.241803,19.82082,17.89785
2497,604,52079,628,0.07777679,b'STARBURST',0.0240436,880.1071,275.7503,823.5444,86.14307,34.27073,120.2618,83.83536,49.84879,343.2332,395.3085,-90.26019,-9.529845,18.57636,18.15483
2498,605,52353,63,0.157067,b'STARFORMING',0.01275677,411.0197,88.93732,169.45,177.4005,15.42522,73.98796,54.28118,25.87294,96.65838,88.48539,-49.36998,-18.96734,19.25762,18.23988
2499,605,52353,227,0.02991954,b'STARFORMING',0.01725626,987.8062,246.4643,569.071,570.845,70.05848,215.8408,179.047,73.47201,293.5599,143.8064,-15.35866,-9.113892,17.31277,15.99641
2500,560,52296,220,0.1640058,b'STARFORMING',0.006561462,158.6979,40.69987,93.31339,82.17899,10.75159,23.87337,25.17349,11.55157,23.76707,25.17377,-17.07688,-8.790314,19.58527,18.1419
2501,560,52296,204,0.1725509,b'STARBURST',0.00621179,2118.569,559.5611,1492.687,294.523,56.90108,231.704,169.079,90.7093,700.7455,541.5916,-277.2468,-39.98484,18.58296,18.33614
2502,559,52316,35,0.1725375,b'STARBURST',0.00621179,2126.907,559.6793,1480.059,293.2841,63.52564,218.6956,171.9826,93.48843,643.5839,572.6042,-284.3398,-44.32584,18.58296,18.33614
2503,640,52178,618,0.02747444,b'STARFORMING',0.05841022,1022.281,256.928,271.0408,420.2861,21.91604,144.5158,117.5759,24.72858,79.52263,77.982,-28.35759,-11.79708,18.31664,16.92823
2504,640,52178,538,0.1114188,b'',0.06008539,738.8563,210.1838,164.1121,199.8843,24.03549,131.0345,92.22903,15.50959,255.4649,268.0014,-67.78695,-18.71453,19.19952,18.29549
2505,639,52146,378,0.060728,b'STARBURST',0.1586683,1183.255,324.2191,302.2935,257.2971,29.21068,195.6175,142.7446,26.75976,373.821,441.2179,-70.53607,-15.83393,19.31046,18.18667
2506,637,52174,556,0.08236773,b'STARFORMING',0.06844891,812.4279,164.1006,233.9962,472.1223,38.37255,136.1011,109.351,33.84202,68.53726,122.5906,-29.16035,-16.25463,18.6827,17.07134
2507,1434,53053,365,0.2039121,b'STARBURST',0.02164437,564.225,171.8509,329.6808,95.65787,17.76078,86.03178,61.70811,20.32407,204.487,248.9769,-116.0589,-20.79516,19.20819,18.80768
2508,1372,53062,413,0.1264578,b'AGN',0.01662652,225.0756,59.76407,368.6243,175.5138,28.51397,64.78819,58.66174,29.12439,54.2111,46.48151,-24.64185,-17.54869,19.6922,18.13926
2509,1371,52821,579,0.109544,b'STARBURST',0.01356798,624.1701,198.0983,183.9799,185.2851,24.45601,115.9666,83.71934,19.43683,250.9733,277.8353,-56.0957,-16.64226,18.94533,18.32763
2510,1371,52821,329,0.07104499,b'STARBURST',0.01222821,891.7968,255.4327,342.0007,166.103,19.79583,136.3147,98.61858,20.68148,278.5983,338.5705,-101.6181,-19.10575,19.26368,18.7436
2511,1369,53089,398,0.02400956,b'STARFORMING',0.01675395,836.0662,231.5298,345.8676,181.7032,20.63608,143.7289,94.32441,30.24476,288.3185,352.7433,-31.62094,-7.138871,17.94488,17.40061
2512,1429,52990,128,0.02716255,b'STARBURST',0.008202225,635.4735,190.6099,411.3466,81.01853,16.64802,106.7586,68.10395,34.55996,253.2531,308.3635,-51.10702,-6.677465,18.5925,18.01972
2513,1376,53089,583,0.04800725,b'STARBURST',0.01670012,1282.38,348.4149,382.1537,263.3362,24.63231,186.2545,131.2507,27.68867,398.39,444.3469,-182.5589,-37.78284,19.5686,19.52726
2514,1376,53089,372,0.03634296,b'STARBURST',0.01531712,1230.043,312.4371,393.0175,360.7738,50.24137,234.4506,190.0079,28.47246,341.3995,445.5333,-46.73949,-13.68714,18.31118,17.14132
2515,1375,53084,489,0.09160803,b'AGN',0.01881497,164.4264,40.16203,162.1348,224.7455,44.34525,99.40046,80.36732,28.46375,88.39639,82.46267,-6.21635,-7.694608,18.85239,17.19159
2516,1375,53084,383,0.0874808,b'STARBURST',0.01721342,319.3127,94.07353,162.6863,43.72633,15.52448,60.50261,46.03041,18.89672,110.2696,185.4768,-44.53608,-5.869093,19.56672,18.89305
2517,1374,53083,560,0.03361217,b'STARBURST',0.01751442,1281.147,428.8639,1282.839,100.8271,18.59615,121.0614,87.77338,103.7703,547.3051,568.3095,-123.7374,-10.23961,18.50192,18.3403
2518,1373,53063,430,0.0534544,b'STARBURST',0.03263441,3066.118,818.8196,554.3843,1538.896,115.8973,531.1299,399.422,50.29978,1076.597,697.373,-62.58272,-31.35093,17.44631,16.57721
2519,1372,53062,333,0.1000014,b'STARBURST',0.01403195,893.1569,120.1062,144.6751,572.4789,125.9906,229.4301,186.7298,20.35712,242.5667,205.9863,-61.57061,-38.33166,19.18753,17.66463
2520,1368,53084,529,0.1915034,b'AGN BROADLINE',0.01500108,341.8469,92.09709,1008.969,413.6569,88.44699,114.6181,95.03656,113.3213,212.545,143.3039,-25.57496,-28.34151,19.4667,18.06258
2521,1366,53063,632,0.1346117,b'AGN',0.02453304,291.4392,74.68298,382.584,202.1944,32.56262,92.15992,61.17216,41.71589,105.1021,117.5141,-18.97349,-13.01163,19.09799,17.73112
2522,1373,53063,341,0.06387376,b'STARBURST',0.02198035,895.326,269.404,977.452,69.69959,30.41707,104.1901,76.09363,67.53503,322.2726,367.3462,-107.3244,-9.273997,18.99878,18.57187
2523,1372,53062,345,0.1767516,b'STARBURST',0.01668785,1175.589,297.5865,275.8257,313.2337,37.51676,189.6761,134.4544,21.86319,334.7824,301.35,-138.4445,-36.0303,19.20483,18.5926
2524,1371,52821,588,0.1767748,b'STARBURST',0.01668785,1161.981,304.0392,283.7155,292.2912,35.58472,182.2087,136.681,17.91982,329.53,305.6096,-127.0942,-32.98685,19.20483,18.5926
2525,1370,53090,326,0.06654134,b'STARFORMING',0.01426169,738.8629,94.83382,93.83352,453.303,30.37893,107.3888,66.59393,47.79447,75.83552,67.72826,-15.41434,-9.390293,17.65942,16.40156
2526,1376,53089,178,0.0616024,b'AGN',0.02024617,118.8403,30.05556,118.9952,72.98845,15.03461,35.04237,32.87341,23.24613,52.70566,31.5494,-10.42106,-6.492659,19.36762,18.14382
2527,1376,53089,360,0.1586982,b'STARFORMING',0.01975098,538.1001,120.7649,226.2554,259.5669,18.17286,91.813,62.20164,22.56201,76.03093,87.13061,-35.75999,-17.3891,19.38064,18.0783
2528,1375,53084,171,0.1402264,b'STARFORMING',0.01751727,421.5302,92.96577,86.42499,249.1031,14.68859,69.03071,58.00916,24.67293,51.50933,66.10809,-21.37345,-12.56112,18.96671,17.51135
2529,1375,53084,233,0.03583315,b'STARFORMING',0.02331911,888.4828,244.4944,699.8913,282.4937,19.4297,96.8844,81.96573,33.43401,231.573,210.8275,-38.95604,-12.0773,18.35275,17.46362
2530,1374,53083,148,0.05850698,b'STARFORMING',0.018032,1626.92,335.6041,127.7978,697.0288,59.7131,312.8188,224.4552,29.8104,291.2371,298.2501,-40.63884,-17.55736,17.82062,16.6709
2531,1374,53083,195,0.1293486,b'AGN',0.01457278,702.8507,166.3972,1599.663,341.0674,51.26429,106.5092,84.66555,161.6654,151.2524,139.7638,-72.02593,-32.88153,19.6674,18.25923
2532,1370,53090,213,0.1331498,b'AGN',0.01360827,380.8621,71.52387,294.2568,182.0527,27.30871,80.25169,64.57371,30.29386,79.1503,68.02189,-45.48513,-22.84772,20.32574,18.45073
2533,1370,53090,254,0.06594051,b'STARBURST',0.01378131,3897.831,1023.384,2225.232,858.843,57.7604,321.6604,268.8192,120.5782,1053.162,975.2737,-251.2676,-53.45356,18.00496,17.97187
2534,1368,53084,55,0.04774429,b'AGN',0.01185638,818.2286,180.0652,785.0888,524.2356,48.5436,174.6481,147.4533,66.71044,162.7986,118.0093,-53.37708,-33.84927,18.9848,17.81412
2535,1376,53089,232,0.05191696,b'STARBURST',0.02119399,2653.059,688.6676,1580.95,546.8262,83.93661,381.1329,285.7574,127.95,876.8091,897.3525,-89.06921,-18.66016,17.73678,17.13688
2536,1375,53084,150,0.07554354,b'AGN',0.01656962,187.8122,37.36745,459.8964,396.27,45.22995,80.7386,87.44501,44.37804,85.85342,106.8187,-5.338866,-10.4235,18.09356,16.61962
2537,1375,53084,176,0.05752108,b'AGN BROADLINE',0.01806248,2599.317,445.231,1504.769,2200.079,129.6207,481.8815,370.5627,129.5762,232.5004,394.7896,-41.14477,-32.85006,17.80334,16.16972
2538,1374,53083,176,0.2363299,b'STARBURST',0.01727531,1071.582,280.5036,503.8592,242.7266,17.82664,112.4591,84.34583,30.60036,236.5581,197.121,-192.1874,-43.11071,19.59995,18.95677
2539,1373,53063,218,0.02969962,b'STARBURST',0.01369247,1911.292,533.8521,1204.494,210.765,30.35293,216.6655,153.9348,71.39768,614.9844,606.3565,-144.3103,-16.19189,18.5419,18.06672
2540,1372,53062,261,0.1075631,b'STARBURST',0.01420334,826.7903,246.2709,334.284,149.1368,24.38551,132.0815,95.81222,23.97198,334.682,319.2536,-123.6749,-20.67497,19.36782,18.78332
2541,1371,52821,29,0.1665439,b'STARBURST',0.01578377,918.9491,259.7938,485.7523,172.8763,30.83357,154.6049,123.636,36.09367,344.8928,397.9808,-97.42186,-18.82628,18.91763,18.63691
2542,1369,53089,85,0.04370037,b'STARBURST',0.01344115,1459.738,453.7586,1872.912,119.6866,19.43858,121.5716,90.01855,143.1127,491.8903,623.1904,-145.8353,-12.1281,18.45135,18.41004
2543,1369,53089,290,0.07321811,b'AGN',0.01569068,552.4257,115.3355,640.9553,372.1168,31.61302,82.73556,74.896,50.34828,78.23368,43.2965,-13.99741,-9.819283,18.2641,16.70313
2544,1367,53083,304,0.129987,b'AGN',0.0245881,121.1734,35.97213,125.1991,135.7581,38.78816,69.68459,33.27594,18.66391,140.4103,99.45483,-8.334141,-9.101759,19.58498,17.80165
2545,1388,53119,542,0.1156618,b'AGN',0.02814378,254.0379,45.53237,114.6861,182.2631,20.18383,65.85841,45.97519,19.45856,67.37927,47.39935,-12.79228,-9.090087,19.25708,17.70109
2546,1387,53118,584,0.05808897,b'STARFORMING',0.02683955,275.5554,88.04333,201.1689,78.6412,18.4687,62.39553,46.88684,16.86205,128.4081,184.4915,-23.17568,-6.590709,19.0442,17.84459
2547,1387,53118,458,0.1252955,b'STARBURST',0.0246681,9102.99,1774.517,4794.874,2177.606,288.8384,888.8494,755.6029,265.3615,1837.39,1342.986,-321.5971,-69.97163,17.59904,16.8392
2548,1381,53089,617,0.1741709,b'STARBURST',0.009172423,363.4218,116.8108,222.3717,57.41028,9.191179,58.19475,35.8893,13.89773,145.7689,181.0703,-79.45761,-12.46325,19.38046,18.98424
2549,1379,53084,608,0.08169509,b'AGN',0.008504624,251.5148,44.32069,353.6242,297.4526,17.64396,67.61773,51.15205,34.07033,37.93864,57.62464,-18.59885,-21.16079,19.51787,17.48282
2550,1379,53084,410,0.1452395,b'STARBURST',0.01449052,960.0504,300.1635,987.9596,79.25989,23.04029,90.12409,68.63315,68.82323,291.9803,340.9892,-156.5014,-13.49886,19.01436,18.58073
2551,1376,53089,219,0.2277796,b'STARBURST',0.01697243,1185.4,286.7587,461.162,317.3175,30.26902,152.2047,117.4449,29.7146,276.417,246.8212,-184.7637,-51.62791,19.51564,18.70624
2552,1367,53083,189,0.02569483,b'STARBURST',0.01991014,589.279,210.1768,775.6962,19.69831,9.165834,42.71267,30.29375,59.14648,203.4438,258.8106,-101.7877,-3.13065,19.08113,18.98654
2553,1440,53084,443,0.07192144,b'STARBURST',0.01613927,918.3876,272.5772,695.3336,93.97134,27.51438,131.9213,91.79163,48.41985,321.4453,411.1686,-111.6045,-11.8252,18.79876,18.47511
